name,lat,lon,address,type
Laem Buri,47.691134,-122.355096,8530 Greenwood Avenue North Seattle 98103,Restaurants
Green Tree,47.6921308,-122.3551025,8576 Greenwood Avenue North Seattle 98103,Restaurants
Thud Suan Kitchen & Bar,47.6168326,-122.307612,1818 East Madison Street Seattle 98122,Restaurants
Taqueria Cantina,47.6157536,-122.3502686,2630 1st Avenue Seattle 98121,Restaurants
Jerk Shack,47.6150567,-122.3490261,2510 1st Avenue ,Restaurants
Sunny Teriyaki,47.7302026,-122.344635,13754 Aurora Avenue North Seattle 98133,Restaurants
Safari Njema,47.5560381,-122.2844734,5041 Rainier Avenue South Seattle 98118,Restaurants
Din Tai Fung,47.6125289,-122.335194,600 Pine Street Seattle 98101,Restaurants
Nikko Teriyaki,47.5606454,-122.3852038,4710 42nd Avenue Southwest Seattle 98116,Restaurants
India Bistro,47.6756903,-122.317917,6417 Roosevelt Way Northeast Seattle 98115,Restaurants
The Pink Door,47.6103875,-122.3425312,1919 Post Alley 98101,Restaurants
Tulio,47.6074385,-122.3324164,,Restaurants
The Georgian,47.6084603,-122.3337829,,Restaurants
Pablo y Pablo,47.6478988,-122.3384069,1605 North 34th Street Seattle 98103,Restaurants
Meet The Moon,47.6022917,-122.2848591,120 Lakeside Avenue Seattle 98122,Restaurants
Hokkaido Ramen Santouka,47.6624128,-122.298902,2626 Northeast Village Lane Seattle 98105,Restaurants
Othello Wok and Teriyaki,47.5364105,-122.2804718,4219 South Othello Street Seattle 98118,Restaurants
Phở Mỹ Châu,47.5384453,-122.282145,7101 Martin Luther King Junior Way South Seattle 98118,Restaurants
Wasabi,47.6140837,-122.3462577,,Restaurants
Maria Sabina,47.6260615,-122.3391062,711 Westlake Avenue North Seattle 98109,Restaurants
The White Swan Public House,47.629117,-122.3317974,1001 Fairview Avenue North ,Restaurants
Ahadu Ethiopian Restaurant,47.7141183,-122.3120345,,Restaurants
Pogacha,47.586207,-122.2340642,2707 78th Avenue Southeast ,Restaurants
Sushi Joa,47.5861481,-122.234064,2717 78th Avenue Southeast ,Restaurants
Tiger Garden,47.5847236,-122.2340294,,Restaurants
13 Coins,47.5981122,-122.3312068,255 South King Street Seattle ,Restaurants
Betsutenjin,47.6133961,-122.3196328,954 East Union Street Seattle 98122,Restaurants
Señor Carbon,47.6024335,-122.3344476,625 1st Avenue ,Restaurants
Urban Sushi Kitchen,47.6159163,-122.3371636,2001 8th Avenue Seattle 98121,Restaurants
Morfire,47.6179302,-122.316731,1806 12th Avenue Seattle 98122,Restaurants
Razzi's Pizzeria,47.6180097,-122.3294145,1314 Howell Street Seattle 98101,Restaurants
Kedai Makan,47.6151546,-122.312985,1449 East Pine Street Seattle 98122,Restaurants
Indo Cafe,47.7301777,-122.3445505,,Restaurants
Kamonegi,47.6540795,-122.3443541,1054 North 39th Street Seattle 98103,Restaurants
GH Pasta Co.,47.6167439,-122.3426255,2305 6th Avenue Seattle 98121,Restaurants
A-Pizza Mart,47.6678482,-122.3128098,5240 University Way Northeast Seattle 98105,Restaurants
Daimonji,47.5476353,-122.3225881,,Restaurants
,47.6088825,-122.340354,94 Pike Street Seattle 98101,Restaurants
The Market Hall,47.6138293,-122.3335958,809 Olive Way ,Restaurants
Tidal Seafood,47.6138537,-122.3341419,1639,Restaurants
Foo Lam Chinese Restaurant,47.5384769,-122.28307,7101 Martin Luther King Junior Way South Seattle 98118,Restaurants
Ba Bar,47.623384,-122.3368824,500 Terry Avenue North ,Restaurants
Deli Cut Subs,47.6020348,-122.3274293,,Restaurants
Gokan,47.6130786,-122.3196583,954 East Union Street Seattle 98122,Restaurants
I Love Wasabi,47.5989017,-122.3166262,1207 South Jackson Street 98144,Restaurants
Korean Tofu House,47.658217,-122.3140237,4142 Brooklyn Avenue Northeast Seattle 98105,Restaurants
Jae's Asian Bistro and Sushi,47.6234821,-122.2959789,2801 East Madison Street ,Restaurants
Jewel of India,47.6641324,-122.3132488,4735 University Way Northeast Seattle 98105,Restaurants
Nue,47.6147224,-122.314441,1519 14th Avenue Seattle 98122,Restaurants
Rider,47.6124201,-122.334295,,Restaurants
Tacos Chukis,47.5795632,-122.3115269,1608 South Lander Street ,Restaurants
iSandwiches & Teriyaki,47.7353264,-122.3457088,14705 Aurora Avenue North Shoreline 98133,Restaurants
Kami Teriyaki,47.729674,-122.2433589,,Restaurants
Little Maria's Pizza,47.6169872,-122.3310804,,Restaurants
Monsoon,47.6248499,-122.3075106,615 19th Avenue East Seattle 98112,Restaurants
Araya's Place,47.6676581,-122.312813,5240 University Way Northeast ,Restaurants
Amante Pizza & Pasta,47.7097866,-122.2372718,,Restaurants
Tian Fu Old Town,47.6616761,-122.3181692,4500 9th Avenue Northeast Seattle 98105,Restaurants
Mantra Restaurant & Bar,47.618457,-122.3483498,2720 4th Avenue ,Restaurants
Anthony's Bell Street Diner,47.6107619,-122.3480274,,Restaurants
Morsel,47.6653712,-122.3128674,5000 University Way Northeast Seattle 98105,Restaurants
Old Village,47.7392017,-122.3448939,15200 Aurora Avenue North Shoreline 98133,Restaurants
Vinason Pho,47.5891938,-122.334501,,Restaurants
The Pizza Gallery,47.4877779,-122.3491892,1117 Southwest 128th Street Burien 98146-3128,Restaurants
Anju Bar and Eatery,47.516041,-122.3553924,,Restaurants
Bok a Bok - White Center,47.515372,-122.3549391,1521 Southwest 98th Street Seattle ,Restaurants
Fogrose,47.6759359,-122.2918311,3338 Northeast 65th Street ,Restaurants
Tribeca Kitchen and Bar,47.6140712,-122.3335426,,Restaurants
Maíz,47.6169996,-122.3430926,2325 6th Avenue ,Restaurants
The Fig and the Judge,47.6067805,-122.330801,,Restaurants
Taneda Sushi,47.6205327,-122.321342,219 Broadway East ,Restaurants
Jack’s BBQ,47.6206442,-122.339603,228 9th Avenue North ,Restaurants
Pasta Casalinga,47.6085368,-122.3402323,,Restaurants
Red Sea,47.5778744,-122.2958751,,Restaurants
Spice Room,47.5575069,-122.2850905,4909 Rainier Avenue South Seattle 98118,Restaurants
Wabi Sabi,47.5575964,-122.2851258,4909 Rainier Avenue South Seattle 98118,Restaurants
Olympic Express,47.5384524,-122.2827956,,Restaurants
Taco Street,47.5377896,-122.2810611,7136 Martin Luther King Junior Way South Seattle 98118,Restaurants
olmst(e)ad,47.6216408,-122.3206762,314 Broadway East Seattle 98102,Restaurants
Sunlight Cafe,47.6751757,-122.3185587,6404 9th Avenue Northeast Seattle 98115,Restaurants
Miri’s Snack Shack,47.674561,-122.4060492,,Restaurants
Meaty Johnson’s,47.6151745,-122.3166349,1201 East Pine Street ,Restaurants
Sazon Kitchen,47.6814828,-122.3771007,7301 15th Avenue Northwest ,Restaurants
Man'oushe Express,47.7291934,-122.2926861,13721 Lake City Way Northeast Seattle 98125,Restaurants
Mawadda Cafe,47.545749,-122.2767013,,Restaurants
King Philly Cheesesteaks,47.5322628,-122.2695412,,Restaurants
Rizzo Steaks,47.5440712,-122.3291846,,Restaurants
Kin Dee,47.6191297,-122.302419,2301 East Madison Street Seattle 98112,Restaurants
Anise Thai Cuisine,47.5864244,-122.2353734,,Restaurants
Gourmet Teriyaki,47.5864256,-122.2357946,,Restaurants
Mo's,47.5868964,-122.234456,,Restaurants
Birch,47.6290892,-122.3316845,,Restaurants
Homer,47.5765768,-122.3100822,3013 Beacon Avenue South ,Restaurants
Frolik Kitchen + Cocktails,47.6101217,-122.3354477,,Restaurants
Bistro Shirlee,47.6613099,-122.2887461,,Restaurants
The 100 Pound Clam,47.6289239,-122.3316779,1001 Fairview Avenue North ,Restaurants
Elemental Pizza - Columbia Center,47.6043863,-122.3306196,,Restaurants
Magnuson Cafe and Brewery,47.6881653,-122.2649134,7801 62nd Avenue Northeast ,Restaurants
Le Messe,47.6362365,-122.3262636,1903 Yale Place East ,Restaurants
Wild Ginger - McKenzie,47.6175001,-122.33925,2208 8th Avenue Seattle 98121,Restaurants
Omega Ouzeri,47.6149618,-122.314424,1529 14th Avenue Seattle 98122,Restaurants
Anju Bar and Eatery,47.5161858,-122.3542063,9641 15th Avenue Southwest Seattle ,Restaurants
Patagon,47.6110621,-122.3400605,1610,Restaurants
Jack's BBQ,47.6043145,-122.330759,,Restaurants
Teriyaki & Wok,47.5438937,-122.386664,,Restaurants
Pizza Hut,47.4844759,-122.2159643,,Restaurants
Coltiva,47.6219704,-122.3578701,350 1st Avenue West ,Restaurants
YGF MalaTang,47.6636997,-122.3129525,4730 University Way Northeast Seattle 98105,Restaurants
Cedars,47.6596914,-122.3135109,,Restaurants
Mark Thai Food Box,47.659694,-122.3136629,1313 Northeast 43rd Street ,Restaurants
Nasai Teriyaki,47.660069,-122.3133583,,Restaurants
Taki's Mad Greek,47.6904829,-122.3756517,1471 Northwest 85th Street ,Restaurants
Le's Deli & Bakery,47.5368796,-122.2804721,4219 South Othello Street Seattle 98118,Restaurants
Essential Baking Cafe,47.5521924,-122.334534,5601 1st Avenue South Seattle 98108,Restaurants
Tacos Chukis,47.6127817,-122.302989,2215 East Union Street ,Restaurants
addo:206,47.6305804,-122.3742131,,Restaurants
Joyce’s Deli,47.6127988,-122.2967538,2717 East Union Street ,Restaurants
Vendemmia,47.6124437,-122.2891364,1126 34th Avenue ,Restaurants
Raccolto,47.5652076,-122.3869972,4147 California Avenue Southwest Seattle 98116,Restaurants
Bounty Kitchen,47.6164977,-122.3376528,801 Lenora Street ,Restaurants
Menya Musashi Niten Ichiryu,47.614465,-122.3242658,1510 Belmont Avenue Seattle 98122,Restaurants
Petoskey’s,47.6525414,-122.3565691,,Restaurants
Supreme,47.6621685,-122.3133037,4529 University Way Northeast ,Restaurants
Botecco Brasil,47.649351,-122.3571183,15 Nickerson Street Seattle 98109,Restaurants
Zeeks Pizza - North Queen Anne Fremont,47.648538,-122.3558707,41 Dravus Street Seattle 98109,Restaurants
Jarochita's Taqueria,47.5160003,-122.3544321,9641 15th Avenue Southwest Seattle 98106,Restaurants
Daniel's Broiler,47.614524,-122.3341547,,Restaurants
Andare,47.614631,-122.3343062,,Restaurants
Huong Duong Restaurant,47.5377779,-122.2811395,7136 Martin Luther King Junior Way South Seattle 98118,Restaurants
Pizzeria Pulcinella,47.5111983,-122.2481511,,Restaurants
Lake Thai,47.500401,-122.2214793,,Restaurants
Oma Bap,47.6162678,-122.3179969,1640 11th Avenue ,Restaurants
Genghis Cohen,47.6614307,-122.3146389,,Restaurants
Zeeks Pizza - Capitol Hill,47.6244954,-122.307473,1830 East Mercer Street ,Restaurants
Sizzle & Crunch,47.6239703,-122.3389197,500 9th Avenue North ,Restaurants
Limena,47.5574137,-122.285017,,Restaurants
The Athenian Seafood Restaurant and Bar,47.6088145,-122.3412989,1517 Pike Place ,Restaurants
Six Seven,47.612731,-122.35309,2411 Alaskan Way ,Restaurants
Bang Bang Kitchen,47.5369227,-122.2796621,4219 South Othello Street Seattle 98118,Restaurants
Currant Bistro,47.6143308,-122.3417951,2120 4th Avenue Seattle ,Restaurants
Little Duck,47.6571135,-122.317545,,Restaurants
Portage Bay Cafe,47.5601597,-122.3857071,4725 42nd Avenue Southwest Seattle 98116,Restaurants
Bonchon Chicken,47.6070923,-122.320357,554 East James Street ,Restaurants
Thai Thai,47.6985701,-122.3449141,9525 Aurora Avenue North Seattle 98103,Restaurants
Ben Paris,47.6093266,-122.3391713,130 Pike Street ,Restaurants
Mercato Stellina,47.6105889,-122.344227,,Restaurants
Salmon Creek Cafe,47.4986463,-122.354283,11620 Ambaum Boulevard Southwest Burien 98146,Restaurants
Mediterranean Oasis,47.7401798,-122.3439409,15238 Aurora Avenue North Shoreline 98133,Restaurants
Le’s Pho Tái,47.7395007,-122.3440574,15210 Aurora Avenue North Shoreline 98133,Restaurants
45th Stop N Shop,47.6181445,-122.3373643,,Restaurants
Pagliacci Pizza,47.6596297,-122.304489,4294 Little Canoe Channel Northeast Seattle 98195,Restaurants
Kimchi Bistro,47.6205781,-122.3213415,219 Broadway East ,Restaurants
Il Nido,47.5785646,-122.4110022,,Restaurants
Kigo Kitchen - Columbia Center,47.6047406,-122.330775,,Restaurants
Kigo Kitchen - Met Park,47.6169803,-122.329866,,Restaurants
Kigo Kitchen - Pioneer Square,47.6014685,-122.3343712,105 1st Avenue South Seattle 98104,Restaurants
Salina Specialties,47.4968049,-122.247474,11805 Renton Avenue South Seattle 98178,Restaurants
Galos Flame Grilled Chicken,47.6627903,-122.3692337,907 Northwest Ballard Way ,Restaurants
Matcha Cafe Maiko,47.6118397,-122.3378009,,Restaurants
Casco Antiguo,47.6162071,-122.3389244,2102 7th Avenue Seattle 98121,Restaurants
Taqueria El Ranchero,47.5984822,-122.3174323,,Restaurants
Bar Taglio,47.6038918,-122.3352181,,Restaurants
Tavolàta,47.6514721,-122.3429128,3627 Stone Way North Seattle 98103,Restaurants
Uminori,47.6183476,-122.3040976,2106 East Madison Street Seattle 98112,Restaurants
Fuji Sushi,47.6001364,-122.3266888,,Restaurants
New Star Restaurant,47.5993364,-122.3269182,,Restaurants
Youngstown Kitchen,47.547533,-122.386959,,Restaurants
The Block,47.6586984,-122.3130501,,Restaurants
Momosan Seattle,47.5976303,-122.32718,504 5th Avenue South Seattle 98104,Restaurants
Wonder Ethiopian Restaurant & Sport Bar,47.5993658,-122.3080024,1800 South Jackson Street Seattle 98144,Restaurants
Phoenecia,47.560345,-122.3857085,4717 42nd Avenue Southwest Seattle 98116,Restaurants
Xi'an Noodles,47.6117016,-122.3374111,,Restaurants
Johnny Mo’s,47.6514669,-122.3209399,3272 Fuhrman Avenue East ,Restaurants
Nirmal’s,47.6014622,-122.3326533,106 Occidental Avenue South Seattle 98104,Restaurants
Thai Recipe,47.5780234,-122.2988175,2609 South McClellan Street ,Restaurants
Luciano's Pizza & Pasta,47.5818328,-122.3868088,2341 California Avenue Southwest ,Restaurants
L'oursin,47.6060679,-122.3146829,,Restaurants
Chelan Cafe,47.5718694,-122.3615305,,Restaurants
Li'l Woody's,47.5152361,-122.3554158,9807 16th Avenue Southwest Seattle 98106,Restaurants
The Corson Building,47.5519579,-122.3203934,,Restaurants
Mi Ranchito,47.5320405,-122.2695829,,Restaurants
Revel,47.652021,-122.3542158,491 North 36th Street ,Restaurants
Olympia Pizza & Pasta,47.5516834,-122.363215,,Restaurants
Toshio's Teriyaki,47.5881984,-122.3054558,1706 Rainier Avenue South Seattle 98144,Restaurants
The Comfort Zone,47.5566574,-122.2840286,,Restaurants
Simply Soulful Cafe,47.6241119,-122.2949727,2915-B East Madison Street Seattle ,Restaurants
Osteria la Spiga,47.6137667,-122.3170987,1429 12th Avenue Seattle 98122,Restaurants
Birrieria Tijuana,47.4879015,-122.34914,,Restaurants
Gyro House,47.641282,-122.3204594,2355 10th Avenue East Seattle 98102,Restaurants
Katsu Bar,47.6151356,-122.3166502,1542 East Pike Street ,Restaurants
Seattle Aquarium Cafe,47.6073238,-122.3425574,1483 Alaskan Way Seattle 98101,Restaurants
Grumpy's Taco Truck,47.7303347,-122.344762,13760 Aurora Avenue North Seattle 98133,Restaurants
Lorena's Kitchen,47.5479584,-122.3172302,6124 12th Avenue South ,Restaurants
Prayathai Cuisine,47.6935146,-122.3058238,,Restaurants
,47.6061217,-122.3205372,412 Broadway Seattle 98122,Restaurants
Phnom Penh Noodle House,47.5990197,-122.320654,913 South Jackson Street Seattle 98104,Restaurants
My’s Vietnamese Sandwiches and Deli,47.4907514,-122.2398596,12619 Renton Avenue South Seattle 98178,Restaurants
Taqueria El Torito,47.4854794,-122.2179597,257 Rainier Avenue North Renton 98057,Restaurants
Harry's Fine Foods,47.6244359,-122.3267763,601 Bellevue Avenue East Seattle 98012,Restaurants
Snack Shack,47.6249959,-122.232892,,Restaurants
Overlake Restaurant,47.6252409,-122.2327058,,Restaurants
The No Name Diner Alki,47.5789225,-122.4108294,2738 Alki Avenue Southwest Seattle 98116,Restaurants
,47.7394431,-122.3455474,,Restaurants
Koo Hoo Thai Street,47.679633,-122.376346,1480 Northwest 70th Street Seattle 98117,Restaurants
Friendship Food BBQ,47.7274715,-122.3446479,13520 Aurora Avenue North Shoreline 98133,Restaurants
PhilHouse - Sarap ng Lutong Bahay,47.5469994,-122.2847932,,Restaurants
Communion,47.6131269,-122.3016354,2350 East Union Street Seattle 98122,Restaurants
Finch & Pine,47.625731,-122.3268231,711 Bellevue Avenue East ,Restaurants
Autumn,47.6785959,-122.3551012,6727 Greenwood Avenue North Seattle 98103,Restaurants
Beni,47.7041183,-122.3448897,,Restaurants
Chef Café Restaurant,47.5993997,-122.303085,2200 South Jackson Street ,Restaurants
Catfish Corner,47.5993934,-122.302407,,Restaurants
El Gallito,47.6175236,-122.3058853,1700 East Madison Street ,Restaurants
Karachi Cowboys,47.6146324,-122.3170807,1517 12th Avenue ,Restaurants
Tasty’s Bar & Grill,47.5261477,-122.3150997,,Restaurants
Poke Fresh,47.6759726,-122.3165119,1026 Northeast 65th Street Seattle 98115,Restaurants
Milk Drunk,47.5784372,-122.3116668,2805 Beacon Avenue South Seattle 98144,Restaurants
Ten Leaves Bistro,47.5996544,-122.3189595,,Restaurants
Song Phang Kong,47.599043,-122.318851,,Restaurants
Cedar + Elm,47.733258,-122.2573034,14477 Juanita Drive Northeast Kenmore 98028,Restaurants
The Barbeque Pit,47.6018596,-122.308236,1816 East Yesler Way Seattle 98122,Restaurants
Niku Niku,47.7246855,-122.3435146,,Restaurants
Araya's Place,47.6240079,-122.296215,,Restaurants
Bar Cantinetta,47.6237409,-122.2956056,,Restaurants
Shodai’s Teriyaki,47.6122183,-122.2963726,,Restaurants
Mr. Bian Dumpling,47.6601888,-122.3133323,,Restaurants
Skylark Cafe,47.569977,-122.3623818,,Restaurants
Rock Salt Steaks & Seafood,47.6307524,-122.3403406,,Restaurants
Haidilao Hot Pot,47.6125443,-122.335356,,Restaurants
Just Poke,47.6609428,-122.3133195,,Restaurants
Tapas Lab,47.6794643,-122.3243476,7012 Woodlawn Avenue Northeast ,Restaurants
Carnitas Michoacan Carniceria & Taqueria,47.5807702,-122.3132408,,Restaurants
Xiao Long Bao House,47.7358025,-122.3455105,14725 Aurora Avenue North Shoreline 98133,Restaurants
La Palmera,47.6241812,-122.3395327,,Restaurants
BOL,47.6759615,-122.3180522,900 Northeast 65th Street Seattle 98115,Restaurants
Oak,47.5764343,-122.309914,3019 Beacon Avenue South ,Restaurants
Aliberto's Mexican Food,47.5810264,-122.3295451,,Restaurants
FaveKitchens,47.5890332,-122.333967,,Restaurants
Ursah & Sabah,47.532846,-122.2703327,,Restaurants
Shewa-Ber Bar & Restaurant,47.5990718,-122.3085974,1801 South Jackson Street Seattle 98144,Restaurants
Huê Ký Mì Gia,47.5990257,-122.3162138,1207 South Jackson Street Seattle 98144,Restaurants
Thanh Tâm,47.5999044,-122.3167497,1200 South Jackson Street Seattle 98144,Restaurants
Pon Proem Thai,47.5824438,-122.2346883,3039 78th Avenue Southeast ,Restaurants
Island’s Pho & Teriyaki,47.5825696,-122.2346907,3033 78th Avenue Southeast ,Restaurants
Mioposto,47.5841826,-122.3866147,2139 California Avenue Southwest Seattle 98116,Restaurants
Ba Bar Green,47.6233321,-122.3368101,,Restaurants
Round Table Pizza,47.7439009,-122.3466885,,Restaurants
Di Fiora,47.6128824,-122.3240874,1320 University Street ,Restaurants
Bai Tong Thai Street Cafe,47.6139854,-122.3171112,1121 East Pike Street ,Restaurants
Ox Burger,47.6147958,-122.3116334,1523 East Madison Street ,Restaurants
Dough Zone,47.6632404,-122.3019174,4701 24th Avenue Northeast Seattle 98105,Restaurants
Dough Zone,47.5977966,-122.327436,504 5th Avenue South Seattle 98104,Restaurants
Bellweather BBQ & Grill,47.5974034,-122.3262078,,Restaurants
Sushi Suzuki,47.6354004,-122.2791656,4116.5 East Madison Street Seattle 98112,Restaurants
Ông Lắm Bistro,47.6766979,-122.3167627,1010 Northeast 66th Street Seattle 98115,Restaurants
Glo's,47.6188881,-122.319941,928 East Barbara Bailey Way ,Restaurants
Chan Seattle,47.6131589,-122.3334864,724 Pine Street ,Restaurants
Bro's Teriyaki,47.6688383,-122.3881763,5505 24th Avenue Northwest Seattle 98107,Restaurants
Wooden City Tavern,47.6801946,-122.325542,,Restaurants
Mala & Satay,47.6203311,-122.3339777,,Restaurants
Momiji SLU,47.6177362,-122.3405139,731 Bell Street Seattle 98121,Restaurants
Jerk Shack,47.6124849,-122.3018794,,Restaurants
El Gaucho,47.6121851,-122.3461816,,Restaurants
LoxSmith Bagels,47.5792673,-122.3111623,,Restaurants
Cork & Kale,47.6241125,-122.3345991,527 Fairview Avenue North Seattle 98109,Restaurants
Sakana,47.6147422,-122.3125824,1520 15th Avenue ,Restaurants
Hatch Cantina,47.615002,-122.3469171,200 Bell Street Seattle 98121,Restaurants
Adulis Eritrean and Ethiopian,47.705633,-122.355731,10515 Greenwood Avenue North ,Restaurants
Café Lago,47.6396934,-122.3023474,2305 24th Avenue East Seattle 98112,Restaurants
Stanford's Restaurant & Bar,47.7083294,-122.3281889,401 Northeast Northgate Way Seattle 98125,Restaurants
Shari's,47.7403943,-122.3448854,15252 Aurora Avenue North Shoreline 98133-6124,Restaurants
Daniel's Broiler,47.6267196,-122.3348934,809 Fairview Place North Seattle 98109,Restaurants
North Star Diner,47.6922669,-122.355009,8580 Greenwood Avenue North Seattle 98103,Restaurants
Patty's Eggnest Northgate,47.7088085,-122.3175569,1000 Northeast Northgate Way Seattle 98125,Restaurants
Jalisco,47.718505,-122.2948859,12336 31st Avenue Northeast Seattle 98125,Restaurants
125th Street Grill,47.7192744,-122.3453664,12255 Aurora Avenue North Seattle 98133,Restaurants
Fushen Seafood Chinese Restaurant,47.6947778,-122.3449002,9019 Aurora Avenue North Seattle 98103,Restaurants
Tutta Bella Neapolitan Pizzeria,47.6604557,-122.342576,4411 Stone Way North Seattle 98103,Restaurants
Duke's Seafood,47.6861076,-122.338188,7850 Green Lake Drive North Seattle 98103,Restaurants
Aliberto's Jr,47.5810199,-122.3295429,2425 4th Avenue South Seattle 98134,Restaurants
Denny's,47.5779757,-122.3286992,2762 4th Avenue South Seattle 98134,Restaurants
Agua Verde Café,47.6515836,-122.3143407,1303 Northeast Boat Street Seattle 98105,Restaurants
Roanoke Inn,47.5939707,-122.2434267,1825 72nd Avenue Southeast Mercer Island 98040,Restaurants
Salmon Bay Cafe,47.6641801,-122.3824748,5109 Shilshole Avenue Northwest Seattle 98107,Restaurants
Mischief On Canal,47.6514569,-122.3563942,134 North Canal Street ,Restaurants
Veraci Pizza - Ballard,47.6688693,-122.3634177,500 Northwest Market Street Seattle 98107,Restaurants
Mike's Chili Parlor,47.6627795,-122.3757613,1447 Northwest Ballard Way Seattle 98107,Restaurants
Bent Burger,47.5550595,-122.2695726,5100 South Dawson Street ,Restaurants
Saffron Grill,47.7088682,-122.3328011,2132 North Northgate Way Seattle 98133,Restaurants
Main Street Gyros,47.6001649,-122.3308471,301 2nd Avenue Extension South Seattle 98104,Restaurants
Queen Càphê,47.639293,-122.3572123,2231 Queen Anne Avenue North Seattle 98109,Restaurants
Ivar's Salmon House,47.6535704,-122.3240269,401 Northeast Northlake Way Seattle 98105,Restaurants
Pecos Pit,47.5821493,-122.3338669,2260 1st Avenue South Seattle 98134,Restaurants
Queen Sheba,47.6200764,-122.3201263,916 East John Street Seattle 98102,Restaurants
Momiji,47.6148043,-122.3165268,1522 12th Avenue Seattle 98122,Restaurants
Hamdi,47.6564635,-122.3619826,4012 Leary Way Northwest Seattle 98107,Restaurants
Seattle Biscuit Company,47.6562378,-122.3624109,4001 Leary Way Northwest Seattle 98107,Restaurants
Frēlard Pizza,47.6563594,-122.3617812,4010 Leary Way Northwest Seattle 98107,Restaurants
Chile Pepper,47.6611733,-122.3394672,1427 North 45th Street Seattle 98103,Restaurants
Varsity Inn Restaurant,47.6479023,-122.3360168,1801 North 34th Street Seattle 98103,Restaurants
Un Bien,47.6748074,-122.4061345,6226 Seaview Avenue Northwest Seattle 98107,Restaurants
Lockspot Cafe,47.667773,-122.3958683,3005 Northwest Locks Place Seattle 98107,Restaurants
Fuel Sports Grill,47.6879096,-122.3772565,8037 15th Avenue Northwest Seattle 98117,Restaurants
Thai Siam,47.6888726,-122.3771802,8305 15th Avenue Northwest Seattle 98117,Restaurants
Duke’s Seafood & Chowder,47.6298512,-122.3303973,1111 Fairview Avenue North Seattle 98109,Restaurants
Alebrijes Kitchen,47.6908804,-122.3674364,850 Northwest 85th Street Seattle 98117,Restaurants
The Rickshaw Restaurant,47.7052779,-122.3544821,322 North 105th Street Seattle 98133,Restaurants
Valhalla Sandwiches,47.68858,-122.355042,8202 Greenwood Avenue North Seattle 98103,Restaurants
El Camion,47.7149799,-122.3438852,11728 Aurora Avenue North Seattle 98133,Restaurants
Mekong Village,47.7167002,-122.3443796,12020 Aurora Avenue North Seattle 98133,Restaurants
Aliberto's,47.7325122,-122.3446328,14300 Aurora Avenue North Seattle 98133,Restaurants
JaK's Grill,47.6609646,-122.2879765,3701 Northeast 45th Street Seattle 98105,Restaurants
Veraci Pizza - Wedgwood,47.6819067,-122.2901485,7320 35th Avenue Northeast Seattle 98115,Restaurants
Krua,47.6683714,-122.2997677,2515 Northeast 55th Street Seattle 98105,Restaurants
Zouave,47.6756571,-122.2987567,2615 Northeast 65th Street Seattle 98115,Restaurants
Thai of Wedgwood,47.6837422,-122.2902077,7520 35th Avenue Northeast Seattle 98115,Restaurants
Wong's Kitchen,47.6969637,-122.2901017,9400 35th Avenue Northeast Seattle 98115,Restaurants
Aceituno's,47.7245369,-122.2930612,13055 Lake City Way Northeast Seattle 98125,Restaurants
Tuk Tuk Thai,47.6482593,-122.3785398,1625 West Dravus Street Seattle 98119,Restaurants
Bongos Caribbean Cafe,47.6767415,-122.3468774,6501 Aurora Avenue North Seattle 98103,Restaurants
Mai Thaiku,47.6780459,-122.3556742,6705 Greenwood Avenue North Seattle 98103,Restaurants
Zeeks Pizza - Phinney Ridge,47.6726234,-122.3540795,6000 Phinney Avenue North Seattle 98103,Restaurants
Modern,47.6734974,-122.3541407,6108 Phinney Avenue North Seattle 98103,Restaurants
Pagliacci Pizza,47.6904934,-122.3674721,851 Northwest 85th Street Seattle 98117,Restaurants
Phở Viet Nam,47.6807355,-122.376503,7040 15th Avenue Northwest Seattle 98117,Restaurants
Un Bien,47.6816817,-122.376524,7302 1/2 15th Avenue Northwest Seattle 98117,Restaurants
Itadakimasu,47.6643402,-122.3144604,4743 Brooklyn Avenue Northeast Seattle 98105,Restaurants
Calluna,47.6703483,-122.3128588,5628 University Way Northeast ,Restaurants
Koibito Sushi & Teriyaki,47.6298453,-122.3426028,1201 Dexter Avenue North Seattle 98109,Restaurants
Mother India Cuisine,47.6329023,-122.3409244,1515 Westlake Avenue North Seattle 98109,Restaurants
Citrus Thai Restaurant,47.6145848,-122.3332233,800 Olive Way Seattle 98101,Restaurants
Bizzarro,47.6619716,-122.3416761,1307 North 46th Street Seattle 98103,Restaurants
Musashi's,47.6615926,-122.3404816,1400 North 45th Street Seattle 98103,Restaurants
Kozue,47.6616095,-122.338686,1608 North 45th Street Seattle 98103,Restaurants
Sisi Kay Thai,47.6616331,-122.338549,1612 North 45th Street Seattle 98103,Restaurants
Ramen Man,47.661579,-122.338398,1616 North 45th Street Seattle 98103,Restaurants
Blue Star Cafe & Pub,47.6618823,-122.3418568,4512 Stone Way North Seattle 98103,Restaurants
The Wing Dome,47.6860911,-122.3550206,7818 Greenwood Avenue North Seattle 98103,Restaurants
China Dragon,47.702686,-122.3449526,,Restaurants
La Palma,47.6520146,-122.3757007,3456 15th Avenue West Seattle 98119,Restaurants
Canlis,47.6430531,-122.3467332,2576 Aurora Avenue North Seattle 98109,Restaurants
Olympia Pizza,47.6324587,-122.3566618,1500 Queen Anne Avenue North Seattle 98109,Restaurants
